SongID,Artist,Title,Artist_Sorted,Title_Sorted
43979,Perry Como,Don't Let The Stars Get In,25507,7095
43978,Perry Como,Don't Let The Stars Get In You,25508,7096
26195,Gerry Marsden,Don't Let The Sun Catch You Cr,13718,7097
26172,Gerry & The Pacemakers,Don't Let The Sun Catch You Cr,13705,7098
55180,Trace Adkins,Don't Lie,32773,7099
11127,Black Eyed Peas,Don't Lie,3864,7100
28303,House Of Flowers (Broadway),Don't Like Goodbyes,15150,7101
54594,Toby Keity,Don't Like This Bar Parody (Ex,32400,7102
56245,Vines,Don't Listen To The Radio,33797,7103
19978,Antigone Rising,Don't Look Back,1882,7104
53606,Temptations,Don't Look Back,31781,7105
12345,Boston,Don't Look Back,4641,7106
42424,Oasis,Don't Look Back In Anger,24468,7107
35873,Libertines,Don't Look Back Into The Sun,20372,7108
38809,Martin Garrix,Don't Look Down,22208,7109
44259,Phil Collins,Don't Lose My Number,25688,7110
55214,Tracy Byrd,Don't Love Make A Diamond Shin,32806,7111
3935,Craig David,Don't Love You No More (I'm So,8128,7112
49467,Shadows,Don't Make My Baby Blue,29054,7113
20762,Beautiful South,Dont Marry Her,3045,7114
58655,jim croce,dont mess around with jim,16763,7115
42261,Norah Jones,Don't Miss You At All,24357,7116
56181,Victoria Shaw,Don't Move,33724,7117
52321,Streets,Don't Mug Yourself,31015,7118
31984,Johnny Diesel & The Injectors,Don't Need Love,17607,7119
25551,Gabrielle,Don't Need The Sun To Shine,13296,7120
48672,Samantha Mumba,Don't Need You To,28465,7121
1221,Cold Play,Don't Panic,7680,7122
4383,Chris De Burgh,Don't Pay The Ferryman,6938,7123
9329,Balck Eyed Peas,Don't Phunk With My Heart,2547,7124
11130,Black Eyed Peas,Don't Phunk With My Heart,3865,7125
29475,Jameson Clark,Don't Play Any Love Songs,15926,7126
56112,Verbalicious,Don't Play Nice,33668,7127
20571,Beastie Boys & Santigold,Don't Play No Game That I Can',2791,7128
20025,Aretha Franklin,Don't Play That Song,2006,7129
27477,"Hamilton, Joe Frank & Reynolds",Don't Pull Your Love,14573,7130
18301,Frank Reynolds & Joe Hamilton,Don't Pull Your Love,12992,7131
35270,Lea Michelle,Don't Rain On My Parade,19941,7132
20397,Barbara Streisand,Don't Rain On My Parade,2602,7133
27871,Hello Dolly,Don't Rain On My Parade,14862,7134
20423,Barbra Streisand,Don't Rain On My Parade,2628,7135
21573,Bobby Darin,Don't Rain On My Parade,4271,7136
39855,Michael Jackson,Don't Really Care,22775,7137
15037,Eddy Arnold,Don't Rob Another Man's Castle,10788,7138
19407,Alan Jackson,Don't Rock The Jukebox,787,7139
1334,Celine Dion,Don't Save It All For Christma,6163,7140
43792,Paulina Rubio,Don't Say Goodbye,25242,7141
53770,Tevin Campbell,Don't Say Goodbye Girl,31868,7142
28895,Isley Brothers,Don't Say Goodnight Part 1,15587,7143
28896,Isley Brothers,Don't Say Goodnight Part 2,15588,7144
1150,Cookies,Don't Say Nothin' Bad (About M,7983,7145
23432,Cookies,Don't Say Nothin' Bad About My,7984,7146
48000,Roots,Don't Say Nuthin',28061,7147
48001,Roots,Don't Say Nuthing,28062,7148
10314,Beverly Bremers,Don't Say You Don't Remember,3322,7149
43584,Paul Carrack,Don't Shed A Tear,25230,7150
8461,Arctic Monkeys,Don't Sit Down 'Cause I've Mov,1977,7151
8462,Arctic Monkeys,Don't Sit Down Cause I've Move,1978,7152
7968,Andrew Sisters,Don't Sit Under The Apple Tree,1613,7153
7982,Andrews Sisters,Don't Sit Under The Apple Tree,1622,7154
44168,Petula Clark,Don't Sleep In The Subway,25650,7155
45121,Pteula Clark,Don't Sleep In The Subway,26210,7156
14269,Don't Speak,Don't Speak,10095,7157
27330,Gwen Stefani,Don't Speak,14475,7158
42172,No Doubt,Don't Speak,24315,7159
44160,Peters & Lee,Don't Stay Away Too Long,25591,7160
33207,Karaoke Jingle,Don't Steal The Pens,18576,7161
17835,Fleetwood Mac,Don't Stop,12617,7162
42942,Outhere Bros,Don't Stop (Wiggle Wiggle),24787,7163
18124,Foster The People,Don't Stop (Color On The Walls,12809,7164
5466,5 Seconds Of Summer,Don't Stop,157,7165
56283,Wade Hayes,Don't Stop,33836,7166
42944,Outhere Brothers,Don't Stop (96 Mix),24789,7167
26452,Glee Cast,Don't Stop Believin',13895,7168
32557,Journey,Don't Stop Believin',18075,7169
26454,Glee Cast,Don't Stop Believing,13896,7170
2860,Cory Monteith & Lea Michele,Dont Stop Believing,8068,7171
32560,Journey,Don't Stop Believing,18076,7172
4828,Creed,Don't Stop Dancing (Acoustic V,8219,7173
18894,Queen,Don't Stop Me Now,26288,7174
48465,S Club 7,Don't Stop Movin',28813,7175
36812,Livin' Joy,Don't Stop Movin',20840,7176
48469,S Club 7,Don't Stop Moving,28814,7177
19469,Alan Price Set,Don't Stop The Carnival,883,7178
19467,Alan Price,Don't Stop The Carnival,880,7179
57086,Yarbrough & Peoples,Don't Stop The Music,34602,7180
46963,Rihanna,Don't Stop The Music,27364,7181
21251,Black Eyed Peas,Don't Stop The Party,3866,7182
44572,Pitbull & Tjr,Don't Stop The Party,25853,7183
39857,Michael Jackson,Don't Stop Till You Get Enough,22776,7184
39856,Michael Jackson,Don't Stop 'Til You Get Enough,22777,7185
19081,Aaron Neville,Don't Take Away My Heaven,266,7186
53351,Tavares,Don't Take Away The Music,31631,7187
53359,Tavaris,Don't Take Away The Music,31635,7188
55215,Tracy Byrd,Don't Take Her She's All I Got,32807,7189
55216,Tracy Byrd,Don't Take Her She's All I've,32808,7190
413,Conway Twitty,Don't Take It Away,7946,7191
40494,Monica,Don't Take It Personal (Just O,23280,7192
54068,Tim Mc Graw,Don't Take The Girl,32135,7193
31816,Johnny Cash,Don't Take Your Guns To Town,17514,7194
38029,Manhattans,Don't Take Your Love,21661,7195
20145,Avant,Don't Take Your Love Away,2248,7196
9357,Beach Boys,Don't Talk,2754,7197
32211,Jon B.,Don't Talk,17839,7198
23167,Cliff Richard,Don't Talk To Him,7492,7199
46701,Rick Springfield,Don't Talk To Strangers,27216,7200
30262,Jeremih & Yg,Don't Tell 'Em,16497,7201
22298,Cabaret,Don't Tell Mama,5570,7202
40053,Mickey Gilley,Don't The Girls All Get Pretti,22919,7203
26173,Gerry & The Pacemakers,Don't The The Sun Catch You Cr,13706,7204
29195,Jake Owen,Don't Think I Can't Love You,15785,7205
2850,Darius Rucker,Don't Think I Don't Think Abou,8701,7206
33143,Kandi,Don't Think I'm Not,18525,7207
11658,Bob Dylan,Don't Think Twice (It's Alrigh,4359,7208
25030,Elivis Presley,Don't Think Twice,10993,7209
16738,Eric Clapton,Don't Think Twice It's Alrigh,11888,7210
16737,Eric Clapton,Don't Think Twice It's Alright,11889,7211
7996,Andy Gibb,Don't Throw It All Away (Our,1637,7212
49296,Searchers,Don't Throw Your Love Away,28938,7213
43486,Patty Loveless,Don't Toss Us Away,25148,7214
34131,Kevin Fowler,Don't Touch My Willie,19182,7215
20111,Aswad,Don't Turn Around,2176,7216
6553,Ace Of Base,Don't Turn Around,433,7217
16532,Enrique Iglesias,Don't Turn Off The Lights,11736,7218
42235,Noisettes,Don't Upset The Rhythm,24341,7219
23880,Dashboard Confessional,Don't Wait,8794,7220
31302,Joey Graeffa,Don't Wait,17237,7221
15226,Electric Light Orchestra,Don't Walk Away,10938,7222
31069,Joe,Don't Wanna Be A Player,17065,7223
44867,Powderfinger,Don't Wanna Be Left Out,26032,7224
29594,Jane Child,Don't Wanna Fall In Love,16046,7225
29759,Jason Derulo,Don't Wanna Go Home (Clean Ver,16175,7226
29763,Jason Derulo,Don't Wanna Gone Home,16176,7227
15457,Elton John,Don't Wanna Go On With You Lik,11125,7228
17746,Five,Don't Wanna Let You Go,12560,7229
18979,5ive,Don't Wanna Let You Go,145,7230
9177,Backstreet Boys,Don't Wanna Lose You,2465,7231
36378,Lionel Richie,Don't Wanna Lose You,20629,7232
26562,Gloria Estefan,Don't Wanna Lose You,13966,7233
6780,Aerosmith,Dont Wanna Miss A Thing,576,7234
43562,Paul Anka,Don't Wanna Sleep Alone,25210,7235
50278,Simple Plan,Don't Wanna Think About You,29597,7236
18647,Frankie J.,Don't Wanna Try,12924,7237
37745,Luther Vandross,Don't Want To Be A Fool,21478,7238
47525,Rod Stewart,Don't Want To Talk,27770,7239
9178,Backstreet Boys,Don't Want You Back,2466,7240
36588,Little Big Town,Don't Waste My Time,20729,7241
24434,Dixie Chicks,Don't Waste Your Heart,9863,7242
33717,Kelly Clarkson,Don't Waste Your Time,18932,7243
46878,Ricky Van Shelton,Don't We All Have The Right,27314,7244
34239,Kim Appleby,Don't Worry,19256,7245
38996,Marty Robbins,Don't Worry,22235,7246
8388,Appleton,Don't Worry,1935,7247
9358,Beach Boys,Don't Worry Baby,2755,7248
27292,Guy Sebastian,Don't Worry Be Happy,14459,7249
21600,Bobby Mc Ferrin,Don't Worry Be Happy,4309,7250
25470,"McFerrin, Bobby",Don't Worry Be Happy,22596,7251
49859,Shedaisy,Don't Worry 'bout A Thing,29295,7252
18084,Forester Sisters,Don't You,12775,7253
53009,Taio Cruz,Don't You Dare,31424,7254
47944,Ronnie Milsap,Don't You Ever Get Tired,28017,7255
58407,simple minds,don't you forget about me,29591,7256
26539,Glenn Lewis,Don't You Forget It,13948,7257
30042,Jeffrey Osborne,Don't You Get So Mad,16366,7258
28417,Huey Smith,Don't You Just Know It,15210,7259
13935,Dj Otzi,Don't You Just Know It,9947,7260
5918,Clovers,Don't You Know I Love You So,7605,7261
31456,John Farnham,Don't You Know It's Magic,17352,7262
33672,Kellie Pickler,Don't You Know You're Beautifu,18911,7263
6678,Adele,Don't You Remember,520,7264
11719,Bob Evans,Don't You Think It's Time,4393,7265
25415,Human League,Don't You Want Me,15216,7266
31469,John Fogerty,Don't You Wish It Was True,17363,7267
52073,Stevie Wonder,Don't You Worry About A Thing,30852,7268
52072,Stevie Wonder,Don't You Worry 'Bout A Thing,30853,7269
52805,Swedish House Mafia,Don't You Worry Child,31309,7270
29764,Jason Derulo,Don`T Wanna Go Home,16177,7271
33629,Keith Whitley,Don’T Close Your Eyes,18880,7272
8716,Asia,Don’T Cry,2154,7273
2350,Crystal Gayle,Don’T It Make My Brown Eyes Bl,8355,7274
32562,Journey,Don’t Stop Believin’,18077,7275
13613,Dio,Don’t Talk To Strangers,9746,7276
12018,Bobby McFerrin,Don’T Worry Be Happy,4310,7277
2590,China Grove,Doobie Brothers,6847,7278
4685,Cartoons,Doo Dah,5987,7279
47758,Rolling Stones,Doo Doo Doo Doo Doo (Heartbrea,27899,7280
13592,Dillards,Dooley,9726,7281
24858,Eagles,Doolin-Dalton,10617,7282
24857,Eagles,Doolin Dalton,10618,7283
47759,Rolling Stones,Doom And Gloom,27900,7284
25800,George Jones,Door,13468,7285
19084,Aaron Tippin,Door,276,7286
54957,Tony Bennett,Door Is Still Open To My Heart,32613,7287
4155,Dean Martin,Door Is Still Open To My Heart,9162,7288
38004,Manfred Mann,Doo Wah Diddy,21645,7289
35203,Lauryn Hill,Doo Wop (That Thing),19909,7290
56445,Weezer,Dope Nose,33991,7291
38422,Marilyn Manson,Dope Show,21924,7292
20120,Atlanta Rhythm Section,Doraville,2199,7293
50807,Sound Of Music,Do Re Mi,29961,7294
2070,Children's Songs,Do Re Mi,6794,7295
43587,Paul Davis,Do Right,25233,7296
30761,Jimmie's Chicken Shack,Do Right,16806,7297
8513,Aretha Franklin,Do Right Woman-Do Right Man,2007,7298
20024,Aretha Franklin,Do Right Woman Do Right Man,2008,7299
3855,Commitments,Do Right Woman Do Right Man,7797,7300
37630,Luis Miguel,Dormir Contigo,21394,7301
35671,Leo Marini,Dos Almas,20220,7302
56149,Vicente Fernandez,Dos Almas,33701,7303
29843,Javier Solis,Dos Almas,16227,7304
7221,Alex El Bizcochito,Dos Amantes Bachata,1050,7305
29637,Janet Jackson,Dosen't Really Matter,16073,7306
7235,Alex Ubago,Dos Hombres Y Un Destino,1068,7307
37297,Los Horoscopos De Durango,Dos Locos,21112,7308
9110,Bachata,Dos Locos Monchy  Alexandra,2427,7309
12876,Britney Spears,Do Somethin',5017,7310
20242,B2K & P. Diddy,Do That,2374,7311
9070,Baby & P. Diddy,Do That,2391,7312
50310,Simpsons,Do The Bart Man,29620,7313
11177,Black Lace,Do The Conga,3916,7314
48344,Rufus Thomas,Do The Dog,28303,7315
1931,Childrens Favourites,Do The Hokey Pokey,6825,7316
23232,Coast To Coast,Do The Hucklebuck,7630,7317
55659,Tweenies,Do The Lollipop,33249,7318
48345,Rufus Thomas,Do The Push And Pull,28304,7319
51078,Spongebob Square Pants,Do The Sponge,30107,7320
2060,Christmas,Do They Know It's Christmas,7116,7321
20353,Band Aid,Do They Know It's Christmas,2565,7322
20354,Band Aid 20,Do They Know It's Christmas,2566,7323
57243,ZZ Top,Double Back,34747,7324
18689,Frankie Smith,Double Dutch Bus,12959,7325
37823,Lynyrd Skynyrd,Double Trouble,21532,7326
18059,Foreigner,Double Vision,12760,7327
18955,3OH!3,Double Vision,110,7328
54515,Toby Keith,Double Wide Paradise,32354,7329
4036,Delphic,Doubt,9344,7330
38491,Marjo,Doux,21982,7331
3676,Cher,Dove L Amore,6570,7332
13934,DJ Otzi,Do Wah Diddy,9948,7333
38021,Manfred Mann Band,Do Wah Diddy,21660,7334
13958,Dj Ötzi,Do Wah Diddy,9960,7335
38003,Manfred Mann,Do Wah Diddy,21646,7336
40454,Moffatts,Do Wah Diddy (Dance),23248,7337
1435,2 Live Crew,Do Wah Diddy Diddy,42,7338
37996,Manfred Mann,Do Wah Diddy Diddy,21647,7339
24490,Dj Otzi,Do Wah Diddy Diddy,9949,7340
35017,Lady Gaga Feat. R Kelly,Do What U Want,19689,7341
35019,Lady Gaga Feat.R.Kelly,Do What U Want,19720,7342
13324,Bryan Adams,Do What Ya Gotta Do,5301,7343
41415,Ned Miller,Do What You Do,23867,7344
48926,Sarah McLachlan,Do What You Have To Do,28654,7345
21347,Blink 182,Down,4033,7346
2979,311,Down,72,7347
40741,Motograter,Down,23439,7348
45535,Rakim Y Ken Y,Down,26448,7349
29896,Jay Sean & Lil' Wayne,Down,16286,7350
40459,Moke,Down,23253,7351
50657,Socialburn,Down,29851,7352
45532,Rakim & Ken Y,Down,26445,7353
28557,Inc. & Ja Rule & Ashanti & Cha,Down 4 U,15323,7354
29000,Ja Rule & Charli Chuck Baltimo,Down A$$ Chick,16138,7355
29001,Ja Rule & Charli Chuck Baltimo,Down Ass Chick,16139,7356
51477,Standards,Down At The Old Bull And Bush,30428,7357
39147,Mary Chapin Carpenter,Down At The Twist & Shout,22322,7358
28144,Holly Valance,Down Boy,15051,7359
56352,Warrant,Down Boys,33903,7360
41642,Neil Young,Down By River,23951,7361
35395,Led Zeppelin,Down By Seaside,20020,7362
42889,Osmonds,Down By The Lazy River,24747,7363
40373,Mitch Miller,Down By The Old Mill Stream,23178,7364
51478,Standards,Down By The Riverside,30429,7365
18149,Four Preps,Down By The Station,12831,7366
35969,Lila Mc Cann,Down Came A Blackbird,20432,7367
51689,Status Quo,Down Down,30618,7368
39340,Matchbox Twenty,Downfall,22448,7369
39314,Matchbox 20,Downfall,22430,7370
55572,Trust Company,Downfall,33163,7371
33798,Kelly Rowland,Down For Whatever,18978,7372
19342,Alabama,Down Home,682,7373
21302,Blackhawk,Down In Flames,3891,7374
52537,Sugarland,Down In Mississippi (Up To No,31133,7375
51480,Standards,Down In My Heart,30430,7376
55287,Traditional,Down In My Heart,32879,7377
18004,Foo Fighters,Down In Park,12724,7378
31323,John Anderson,Down in Tennessee,17255,7379
38514,Mark Chesnutt,Down In Tennessee,21998,7380
21128,Billy Joe Royal,Down In The Boondocks,3709,7381
29216,Jam,Down In The Tube Station At Mi,15801,7382
51481,Standards,Down In The Valley,30431,7383
45388,R Kelly,Down Low (Nobody Has To Know),27450,7384
23601,Creedence Clearwater Revival,Down On Corner,8246,7385
55504,Trisha Yearwood,Down On My Knees,33095,7386
19343,Alabama,Down On River,683,7387
24750,Drifters,Down On The Beach,10392,7388
24749,Drifters,Down On The Beach Tonight,10393,7389
6089,Creedence Clearwater Revival,Down On The Corner,8247,7390
54069,Tim Mc Graw,Down On The Farm,32136,7391
49501,Shakatak,Down On The Streets,29072,7392
30547,Jewel,Down So Long,16685,7393
33843,Kenny Chesney & Mac Mc Anally,Down The Road,19019,7394
33839,Kenny & Mac Mc Anally Chesney,Down The Road,19002,7395
4402,Curiosity Killed The Cat,Down To Earth,8445,7396
29690,Janie Frickie,Down To My Last Broken Heart,16108,7397
29684,Janie Fricke,Down To My Last Broken Heart,16102,7398
53274,Tanya Tucker,Down To My Last Teardrop,31585,7399
7576,Allison Krauss,Down To The River And Pray,1264,7400
7459,Alison Krauss,Down To The River To Pray,1175,7401
25365,Emma Bunton,Downtown,11579,7402
24026,Days Of The New,Down Town,9108,7403
44170,Petula Clark,Downtown,25651,7404
47526,Rod Stewart,Downtown Train,27771,7405
13764,Disturbed,Down With Sickness,9836,7406
45627,Randy Travis,Down With The Old (Up With The,26518,7407
24414,Disturbed,Down With The Sickness,9837,7408
58559,richard cheese,down with the sickness,27137,7409
47103,Rizzle Kicks,Down With The Trumpets,27442,7410
25003,Electric Light Orchestra,Do Ya,10939,7411
33099,K.T. Oslin,Do Ya,18485,7412
33096,K.T Oslin,Do Ya',18490,7413
39576,McFly,Do Ya,22602,7414
47520,Rod Stewart,Do Ya Think I'm Sexy,27772,7415
38092,Marc Anthony,Do You Believe In Loneliness,21721,7416
28405,Huey Lewis,Do You Believe In Love,15188,7417
37543,Lovin Spoonful,Do You Believe In Magic,21321,7418
37555,Loving Spoonful,Do You Believe In Magic,21320,7419
37547,Lovin' Spoonful,Do You Believe In Magic,21315,7420
32237,Jon Secada,Do You Believe In Us,17871,7421
49251,Seal,Do You Ever,28908,7422
24956,Eddy Grant,Do You Feel My Love,10806,7423
30931,JLS,Do You Feel What I Feel,16976,7424
50090,Shirley Jones,Do You Get Enough Love,29459,7425
10569,Billie,Do You Have A Girl Friend,3480,7426
24324,Dido,Do You Have A Little Time,9677,7427
35790,Les Miserables,Do You Hear The People Sing,20318,7428
8229,Anne Murray,Do You Hear What I Hear,1798,7429
2071,Christmas,Do You Hear What I Hear,7117,7430
21210,Bing Crosby,Do You Hear What I Hear,3781,7431
56043,Vanessa Williams,Do You Hear What I Hear,33552,7432
47442,Robyn,Do You Know (What It Takes),27661,7433
16531,Enrique Iglesias,Do You Know (Ping Pong Song),11737,7434
19889,Angel City,Do You Know (I Go Crazy),1713,7435
33205,Karaoke Jingle,Do You Know Any Instrumentals,18577,7436
35155,Laura Doherty,Do You Know The Way To San Jos,19867,7437
44819,Pop Idols,Do You Know The Way To San Jos,25987,7438
13673,Dionne Warwick,Do You Know The Way To San Jos,9771,7439
2876,Diana Ross,Do You Know Where You're Going,9614,7440
51672,Statler Brothers,Do You Know You Are My Sunshin,30604,7441
41234,Natalie Iambruglia,Do You Love,23718,7442
10115,Bellamy Brothers,Do You Love As Good As You Loo,3172,7443
47186,Robbie Williams,Do You Mind,27497,7444
8320,Anthony Newley,Do You Mind,1866,7445
17805,Flaming Lips,Do You Realize,12593,7446
13944,DJ Pied Piper,Do You Really Like It,9954,7447
29716,Jarryd James,Do You Remember,16134,7448
44254,Phil Collins,Do You Remember,25689,7449
29899,Jay Sean,Do You Remember,16287,7450
45154,Pulp,Do You Remember The First Time,26230,7451
51673,Statler Brothers,Do You Remember These,30605,7452
28864,Isaac Hayes,Do Your Thing,15560,7453
41034,N' Sync,Do Your Thing,23620,7454
28444,Hunters & Collectors,Do You See What I See,15232,7455
36476,Lisa Loeb & The Nine Stories,Do You Sleep,20677,7456
14875,East 17,Do You Still,10694,7457
23166,Cliff Richard,Do You Wanna Dance,7493,7458
37938,Mama's & Papas,Do You Wanna Dance,21600,7459
21590,Bobby Freeman,Do You Wanna Dance,4294,7460
10236,Bette Midler,Do You Wanna Dance,3278,7461
6094,98 Degrees,Do You Wanna Dance,189,7462
48072,Roxette,Do You Wanna Go Whole Way,28115,7463
54067,Tim Mc Graw,Do You Want Fries With That,32137,7464
18731,Franz Ferdinand,Do You Want To,13149,7465
11989,Bobby Freeman,Do You Want To Dance,4295,7466
10237,Bette Midler,Do You Want To Dance,3279,7467
3771,Cliff Richard,Do You Want to Dance,7494,7468
1269,C& C Music Factory,Do You Want To Get Funky,5558,7469
10793,Billy J Kramer. & The Dakotas,Do You Want To Know A Secret,3648,7470
10783,Billy J Kramer & Dakotas,Do You Want To Know A Secret,3643,7471
9529,Beatles,Do You Want To Know A Secret,2848,7472
21118,Billy J & The Dakotas Kramer,Do You Want To Know A Secret,3640,7473
53166,Tammy Graham,Dozen Red Roses,31512,7474
32503,Joss Stone,Dpm't Cha Wanna Ride,18029,7475
29577,Jan & Dean,Drag City,16030,7476
54818,Tommy James & The Shondells,Draggin' The Line,32499,7477
42339,O Zone,Dragostea Din Tei,24841,7478
47135,Rob Zombie,Dragula,27666,7479
58454,distillers,drain the blood,9834,7480
16642,Erasure,D R A M A,11826,7481
16643,Erasure,Drama!,11827,7482
51262,Standard,Draw A Bucket Of Water,30227,7483
6781,Aerosmith,Draw The Line,577,7484
21679,Boney M,Dreadlock Holiday,4511,7485
18880,10 CC,Dreadlock Holiday,10,7486
24047,Dean Martin,Dream,9163,7487
4985,Cranberries,Dream,8166,7488
49663,Shania Fillmore,Dream,29196,7489
47151,Robbie Williams & Lily Allen,Dream A Little Dream,27498,7490
20763,Beautiful South,Dream A Little Dream,3046,7491
37918,Mama Cass Eliot,Dream A Little Dream,21610,7492
37915,Mama Cass,Dream A Little Dream,21607,7493
20257,Babyface & Lisa Stansfield,Dream Away,2404,7494
25752,George Harrison,Dream Away,13446,7495
48220,Roy Orbison,Dream Baby,28229,7496
48187,Roy Orbinson,Dream Baby,28204,7497
48454,Ryan Shupe & Rubber Band,Dream Big,28398,7498
7617,Alma Cogan,Dream Boat,1320,7499
27770,Heart,Dreamboat Annie,14792,7500
48293,RR & Q Band,Dreamer,28268,7501
43027,Ozzy Osbourne,Dreamer,24853,7502
36815,Livin' Joy,Dreamer,20841,7503
8365,Antonio Carlos Jobim,Dreamer,1910,7504
52625,Supertramp,Dreamer,31207,7505
32688,Judas Priest,Dreamer Deceiver,18195,7506
13372,Bryan Davies,Dream Girl,5328,7507
56044,Vanessa Williams,Dreamin',33553,7508
45548,Rambler,Dreamin',26456,7509
31746,Johnny Burnette,Dreamin',17491,7510
31743,Johnny Burnett,Dreamin',17490,7511
22470,Cascades,Dreamin',5999,7512
2859,Colleen Hewett,Dreaming My Dreams With You,7748,7513
23314,Colleen Hewitt,Dreaming My Dreams With You,7750,7514
25077,Elo,Dreaming Of 4000,11083,7515
15227,Electric Light Orchestra,Dreaming Of 4000,10940,7516
44024,Pet Shop Boys,Dreaming Of The Queen,25612,7517
1345,Celine Dion,Dreaming Of You,6164,7518
49361,Selena,Dreaming Of You,28980,7519
23439,Coral,Dreaming Of You,7996,7520
31563,John Mayer,Dreaming With A Broken Heart,17426,7521
1897,Clay Walker,Dreaming With My Eyes Open,7406,7522
38250,Mariah Carey,Dream Lover,21817,7523
21574,Bobby Darin,Dream Lover,4272,7524
24188,Depeche Mode,Dream On,9434,7525
34160,Kg,Dream On,19206,7526
18890,Aerosmith,Dream On,578,7527
21816,Brand New Heavies,Dream On Dreamer,4800,7528
2382,Cheap Trick,Dream Police,6517,7529
8663,Ashanti,Dreams (Radio Version),2118,7530
25552,Gabrielle,Dreams,13297,7531
33880,Kenny Chesney,Dreams,19020,7532
4995,Cranberries,Dreams,8167,7533
17839,Fleetwood Mac,Dreams,12618,7534
40464,Molly Hatchet,Dreams,23258,7535
55971,Van Halen,Dreams,33572,7536
2365,Diana Degarmo,Dreams,9591,7537
2178,Corrs,Dreams,8038,7538
42994,Owl City,Dreams And Disasters,24826,7539
42995,Owl City,Dreams Don't Turn To Dust,24827,7540
26477,Glen Campbell,Dreams Of The Everyday Housewi,13916,7541
54516,Toby Keith,Dream Walkin',32355,7542
14041,Dokken,Dream Warriors,10013,7543
32164,Johnny Tillotson,Dreamy Eyes,17729,7544
48073,Roxette,Dressed For Success,28116,7545
8516,Aretha Franklin,Dr Feelgood,2009,7546
8569,Arethra Franklin,Dr Feelgood,2039,7547
40719,Motley Crue,Dr Feelgood,23423,7548
45129,Puddle Of Mudd,Drift & Die,26216,7549
24662,Doobie Gray,Drift Away,10273,7550
13973,Dobie Gray,Drift Away,9971,7551
55846,Uncle Kracker,Drift Away,33424,7552
52882,Sylvia,Drifter,31360,7553
48927,Sarah McLachlan,Drifting,28655,7554
10547,Bill Monroe,Drifting Too Far From The Shor,3533,7555
55418,Travis Tritt,Drift Off To Dream,33004,7556
54647,Tom Jones,Driftwood,32436,7557
55390,Travis,Driftwood,32977,7558
38460,Mario Lanza,Drink Drink Drink (The Drinkin,21960,7559
52353,Student Prince,Drink Drink Drink,31040,7560
56381,Waylon Jennings,Drinkin' And Dreamin',33929,7561
55198,Tracey Byrd,Drinking Bone,32791,7562
55217,Tracy Byrd,Drinkin' Bone,32809,7563
25984,George Strait,Drinkin' Champagne,13582,7564
35511,Lee Brice,Drinking Class,20106,7565
2912,Calvin Harris & Tinie Tempah,Drinking From The Bottle,5633,7566
21815,Bran Van 3000,Drinking In LA,4847,7567
52735,Susan Haynes,Drinkin' In My Sunday Dress,31262,7568
25985,George Strait,Drinkin' Man,13583,7569
15009,Eddie Rabbitt,Drinkin' My Baby (Off My Mind),10765,7570
22643,Charlie Daniels Band,Drinkin' My Baby Goodbye,6387,7571
15010,Eddie Rabbitt,Drinking My Baby Off My Mind,10766,7572
25641,Gene Watson,Drinkin' My Way Back Home,13386,7573
10651,Billy Currington,Drinkin' Town With A Football,3560,7574
52151,Stick Mcgee,Drinking Wine Spo Dee O Dee,30896,7575
30306,Jerry Lee Lewis,Drinkin' Wine Spo Dee O'Dee,16534,7576
16695,Eric Church,Drink In My Hand,11866,7577
34890,Lacs,Drinks Up,19645,7578
39945,Michael Peterson,Drink Swear Steal & Lie,22839,7579
30281,Jerrod Niemann,Drink To That All Night,16514,7580
33015,Justin Timberlake,Drink You Away,18434,7581
13637,Dion,Drip Drop,9752,7582
22548,Celine Dion,Drip Drop,6165,7583
25492,"Cars, The",Drive,5981,7584
6866,Alan Jackson,Drive (For Daddy Gene),788,7585
51967,Steve Wariner,Drive,30784,7586
55218,Tracy Byrd,Drive (For Daddy Gene),32810,7587
46372,REM,Drive,26988,7588
19393,Alan Ckson,Drive (for Daddy Gene),737,7589
28558,Incubus,Drive,15325,7590
22450,Cars,Drive,5970,7591
49810,Shannon Noll,Drive,29259,7592
45881,Ray LaMontagne,Drive-In Movies,26686,7593
937,David Bowie,Drive-In Saturday,8940,7594
55347,Train,Drive By,32936,7595
6870,Alan Jackson,Drive For Daddy Gene,789,7596
50332,Sing Street,Drive It Like You Stole It,29636,7597
9531,Beatles,Drive My Car,2849,7598
48377,Rush,Driven,28333,7599
55035,Tony Christie,Drive Safely Daring,32673,7600
31147,Joe Demicoli,Drive Safely Darling,17114,7601
55036,Tony Christie,Drive Safely Darling,32674,7602
55023,Tony Christe,Drive Safely Darling,32666,7603
52774,Suzy Bogguss,Drive South,31285,7604
51968,Steve Wariner,Drivin' & Cryin',30785,7605
34586,KT Oslin,Driving Crying Missing You,19482,7606
33100,K.T. Oslin,Driving Crying Missing You,18486,7607
22897,Chris Rea,Driving Home For Christmas,6984,7608
49948,Sherrie Austin,Drivin' Into The Sun,29363,7609
15002,Eddie Rabbit,Drivin' My Life Away,10761,7610
24948,Eddie Rabbitt,Drivin' My Life Away,10767,7611
46525,Rhett Akins,Drivin' My Life Away,27089,7612
56244,"Vincent, Ronda & The Rage",Driving Nails In My Coffin,33796,7613
